price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,sqft_above,sqft_basement,zipcode
375000.0,3,1.75,1590,14766,1.0,3,1590,0,98007
670000.0,4,2.0,2250,4200,1.5,3,1650,600,98122
299800.0,4,2.5,2410,4708,2.0,3,2410,0,98092
415000.0,3,2.5,1280,5040,2.0,4,1280,0,98118
800000.0,3,2.75,2220,4000,2.0,3,1700,520,98122
440000.0,4,1.5,1770,5750,2.0,3,1770,0,98116
495000.0,3,2.0,2950,12196,2.0,4,2310,640,98166
379600.0,3,1.75,1270,12420,1.0,4,1270,0,98056
530000.0,4,2.5,2050,6360,2.0,3,2050,0,98029
545000.0,4,2.25,2050,9720,2.0,3,2050,0,98008
565000.0,4,2.75,1960,48787,1.5,4,1960,0,98072
502000.0,3,1.75,1300,8800,1.0,4,1300,0,98008
425000.0,3,2.25,1260,3000,2.0,3,1260,0,98029
233500.0,3,2.25,1650,2958,2.0,3,1650,0,98031
287000.0,3,2.5,1710,10341,2.0,3,1710,0,98030
393000.0,3,2.25,2140,10256,2.0,3,2140,0,98038
680000.0,3,2.5,2060,2551,2.0,3,1900,160,98005
219000.0,3,1.5,1740,5200,1.0,4,1060,680,98042
528000.0,4,2.75,2050,7171,1.0,3,1540,510,98074
405000.0,3,1.75,1980,8100,1.0,4,1310,670,98133
372977.0,3,2.5,1690,1618,2.0,3,1150,540,98029
315000.0,3,1.75,1480,6800,1.0,4,1480,0,98055
490000.0,3,1.75,1660,8208,1.0,4,1660,0,98005
480000.0,4,1.75,2220,6500,2.0,4,2220,0,98166
205500.0,3,2.0,1330,8748,1.0,3,1330,0,98003
275000.0,4,2.5,2120,6754,2.0,3,2120,0,98030
248500.0,3,1.75,2090,12026,1.0,4,2090,0,98002
390000.0,4,2.75,1790,47250,1.0,3,1220,570,98045
390000.0,3,2.75,1950,12240,1.0,3,1250,700,98028
717000.0,3,2.5,2480,5137,2.0,3,2480,0,98052
429000.0,3,2.5,2530,8820,2.0,3,2530,0,98031
220000.0,4,2.0,1400,7140,1.0,3,1400,0,98155
259000.0,3,2.0,1390,7120,1.0,3,1390,0,98030
538000.0,3,1.75,1400,3825,1.5,4,1100,300,98117
310000.0,3,2.5,1670,4220,2.0,3,1670,0,98038
274000.0,4,2.25,2090,7400,1.0,3,1670,420,98023
410000.0,3,2.0,1410,8088,1.0,3,1410,0,98034
650000.0,4,2.25,1910,5120,1.0,3,1300,610,98199
353000.0,3,2.0,1678,13862,1.0,3,1678,0,98030
437500.0,3,2.25,1790,7700,1.0,4,1340,450,98034
567000.0,3,2.5,2540,6093,2.0,3,2540,0,98034
310000.0,3,1.75,2070,37904,1.0,4,1420,650,98058
895000.0,4,2.25,1950,5950,1.0,3,1330,620,98109
349000.0,4,2.5,1830,4694,2.0,3,1830,0,98038
650500.0,3,1.75,1740,4400,1.5,3,1740,0,98122
760000.0,3,1.75,1410,15120,1.0,4,1410,0,98004
339900.0,3,2.5,2420,7423,2.0,3,2420,0,98092
233000.0,3,2.0,1350,7686,1.0,3,1350,0,98038
248000.0,3,1.75,1840,19501,1.0,4,1270,570,98003
224000.0,3,1.5,1560,7300,1.0,4,1040,520,98001
440000.0,3,2.5,2160,3738,2.0,3,2160,0,98126
525000.0,3,2.75,2100,10362,2.0,3,1510,590,98045
375000.0,3,1.5,1370,9720,2.0,3,1370,0,98034
199950.0,3,1.75,1550,6225,1.0,4,1550,0,98002
840000.0,4,2.25,2100,3671,1.5,3,1750,350,98112
220000.0,4,2.25,1950,7280,2.0,4,1950,0,98023
325000.0,3,2.5,1880,6818,2.0,3,1880,0,98031
268000.0,3,1.75,1370,10050,1.0,4,1370,0,98023
275000.0,3,1.75,1300,20700,1.0,3,1300,0,98024
369500.0,3,1.75,1300,20700,1.0,3,1300,0,98024
215000.0,4,2.0,1540,7575,1.0,4,1040,500,98032
593450.0,4,2.25,2130,7172,2.0,4,2130,0,98008
265000.0,3,1.75,1680,9769,1.0,3,1340,340,98058
240000.0,3,1.75,1590,7931,1.0,3,1190,400,98038
250000.0,4,2.0,1850,7560,1.0,4,1540,310,98032
562200.0,3,1.5,1900,5250,1.0,4,1500,400,98117
332900.0,3,1.5,1190,11996,1.0,4,1190,0,98077
721000.0,3,2.25,2040,18360,2.0,4,2040,0,98052
487275.0,4,2.5,2400,3986,2.0,3,2400,0,98065
310000.0,3,2.5,1670,5791,2.0,3,1670,0,98055
550000.0,3,1.75,1840,9401,1.0,3,1840,0,98075
259950.0,3,1.5,1240,9500,1.0,4,1240,0,98166
240000.0,4,2.5,1980,7264,2.0,3,1980,0,98038
395000.0,3,1.5,1280,15028,1.0,3,1280,0,98074
572000.0,3,1.5,1680,13751,1.0,4,1680,0,98040
419500.0,3,2.5,1360,3188,2.0,3,1360,0,98052
298700.0,3,2.25,2110,7350,1.0,3,1530,580,98023
499900.0,4,2.25,2360,7650,1.0,3,1640,720,98155
832500.0,3,2.0,1870,9527,1.0,4,1870,0,98040
369000.0,4,2.75,2420,6495,2.0,3,2420,0,98038
360000.0,4,2.5,1950,5451,2.0,3,1950,0,98058
672500.0,3,2.5,2450,5760,2.0,3,2450,0,98074
268000.0,4,1.5,1730,7020,1.5,4,1730,0,98056
440000.0,4,1.5,1690,3245,1.5,3,1690,0,98126
590000.0,4,2.5,2290,11072,2.0,3,2290,0,98074
266500.0,4,1.75,1880,7632,1.0,4,1180,700,98023
650000.0,4,2.25,2440,9320,1.0,4,1880,560,98007
425000.0,4,1.75,1980,8400,1.0,3,1330,650,98052
278000.0,4,2.0,1480,6324,1.0,3,1480,0,98122
474900.0,3,2.25,1800,43647,1.0,4,1800,0,98072
317000.0,3,2.5,1840,5011,2.0,3,1840,0,98038
436000.0,3,2.25,1800,6680,2.0,3,1800,0,98034
450000.0,3,1.75,1540,9154,1.0,3,1540,0,98074
588500.0,3,1.75,2330,14892,1.0,3,1970,360,98074
340000.0,4,1.75,1400,8374,1.0,3,1400,0,98166
330000.0,3,1.5,1440,7875,1.0,4,1440,0,98058
239000.0,3,1.75,1470,8925,1.0,4,1470,0,98022
625000.0,4,2.5,2601,34335,2.0,3,2601,0,98072
690000.0,3,1.75,2070,6000,1.0,3,1340,730,98136
860000.0,3,1.75,1860,5584,1.0,3,1310,550,98199
875000.0,3,1.5,1820,12686,1.0,4,1820,0,98004
490000.0,3,2.0,2220,10275,2.0,3,1640,580,98027
550000.0,3,1.75,1670,10798,1.0,4,1670,0,98006
395000.0,3,1.75,1620,8085,1.0,3,1210,410,98011
322400.0,3,1.75,1710,15844,1.0,4,1710,0,98059
233500.0,3,1.5,1580,10517,1.0,4,1580,0,98002
400000.0,3,2.0,1230,11413,1.0,3,990,240,98074
525000.0,3,1.75,1970,8000,1.0,4,1970,0,98052
439950.0,3,2.25,2170,15000,2.0,4,2170,0,98042
453000.0,4,2.0,1880,5100,1.0,3,1880,0,98103
285000.0,3,1.5,1780,12231,1.0,4,1780,0,98003
425000.0,3,1.75,1680,14630,1.5,3,1680,0,98027
540000.0,4,2.5,2290,4450,2.0,3,2290,0,98072
576000.0,3,1.75,1500,13891,1.0,4,1500,0,98005
525000.0,3,1.75,1720,7200,1.0,3,1140,580,98052
266000.0,4,2.25,1995,7102,2.0,4,1995,0,98023
415000.0,3,1.75,1270,4800,1.0,3,1270,0,98126
235000.0,3,2.25,1670,7606,2.0,3,1670,0,98022
280000.0,3,2.0,1470,8089,1.0,3,1470,0,98198
459000.0,3,1.75,1730,7807,1.0,3,1260,470,98034
235000.0,3,1.5,1660,8738,1.0,4,1080,580,98002
711800.0,4,2.25,2410,16650,1.0,4,2410,0,98006
560000.0,3,1.75,2340,12443,1.5,4,2340,0,98006
340000.0,3,1.75,1880,11249,1.0,3,1330,550,98001
337000.0,4,2.0,1590,8779,1.0,3,1590,0,98019
269950.0,3,2.25,1510,6000,1.0,4,1150,360,98038
475000.0,4,2.25,2110,7560,2.0,4,2110,0,98034
339000.0,3,2.0,2350,8459,1.5,3,2350,0,98023
460000.0,3,2.0,1760,9055,2.0,4,1760,0,98052
670000.0,3,1.75,1850,8160,1.0,3,1850,0,98177
461550.0,3,1.5,2090,11895,1.0,3,1790,300,98118
479990.0,3,2.5,2010,2386,2.0,3,1390,620,98029
643000.0,4,2.5,2518,4663,2.0,3,2518,0,98075
625000.0,3,2.5,2600,10092,1.0,3,2600,0,98074
435000.0,4,2.5,2130,10375,2.0,4,2130,0,98058
740000.0,3,1.75,2020,9478,1.0,4,2020,0,98040
250000.0,3,2.0,1430,7280,1.0,3,990,440,98030
300000.0,4,2.5,1910,8058,2.0,3,1910,0,98031
360000.0,3,1.75,1330,7482,1.0,4,1330,0,98034
240000.0,3,1.75,1570,8750,1.0,3,1570,0,98148
355000.0,3,2.25,1960,7000,1.0,3,1600,360,98058
823000.0,3,2.5,2560,9825,2.0,4,2560,0,98006
833000.0,4,1.75,2260,12238,1.0,3,2260,0,98005
479000.0,3,2.25,2110,11319,2.0,4,2110,0,98072
490000.0,3,2.5,2010,9725,2.0,4,2010,0,98029
422500.0,3,1.75,1560,7245,1.5,3,1560,0,98052
310000.0,4,2.5,2430,5499,2.0,3,2430,0,98042
492000.0,3,2.25,2100,7335,2.0,3,2100,0,98074
470000.0,4,2.75,2310,7350,1.0,3,1670,640,98011
210000.0,4,1.5,1920,10403,1.0,3,1370,550,98023
245000.0,3,1.75,1720,9342,1.0,4,1140,580,98092
540000.0,3,2.25,2100,20018,1.0,3,1470,630,98166
299000.0,4,2.5,2400,6078,2.0,3,2400,0,98001
510000.0,3,2.5,2540,40106,2.0,3,2540,0,98074
300000.0,4,1.75,2200,7600,2.0,3,2200,0,98092
255000.0,3,1.75,1340,7210,1.0,4,1340,0,98031
320000.0,3,2.5,2130,6969,2.0,3,2130,0,98038
565000.0,4,2.5,2240,14667,2.0,4,2240,0,98059
432000.0,3,2.5,1920,9812,2.0,3,1920,0,98028
395000.0,3,2.5,2250,3757,2.0,3,2250,0,98059
420000.0,3,2.5,2480,6180,2.0,3,2480,0,98031
822000.0,3,2.0,2410,13300,2.0,3,1840,570,98006
485000.0,3,2.25,1570,6810,1.0,3,1180,390,98074
590000.0,3,2.5,2290,4203,2.0,3,2290,0,98006
200500.0,3,2.0,1280,14972,1.0,3,1280,0,98031
308000.0,3,2.5,2320,7140,2.0,3,2320,0,98003
290256.0,3,2.25,1720,7885,2.0,3,1720,0,98023
279950.0,3,1.75,1530,8800,1.0,4,1040,490,98058
195000.0,3,1.75,1580,7875,1.0,3,1580,0,98022
478000.0,3,2.25,1640,3896,2.0,3,1640,0,98029
639000.0,3,2.25,1400,2421,2.0,3,1400,0,98034
623000.0,4,2.75,2300,12633,2.0,3,2300,0,98074
220000.0,3,1.75,1900,7680,1.0,3,1260,640,98178
355000.0,3,2.5,2110,4038,2.0,4,2110,0,98042
650000.0,3,1.75,1970,54450,1.0,3,1570,400,98075
572000.0,3,2.75,2200,3885,2.0,3,2200,0,98074
813000.0,3,1.75,2080,11866,1.0,3,2080,0,98005
710000.0,3,2.0,1780,9732,1.0,3,1780,0,98040
792500.0,3,1.5,1960,2400,2.0,3,1330,630,98119
675000.0,3,2.25,2070,2833,2.0,3,1490,580,98136
685000.0,3,2.5,1460,8800,1.0,4,1460,0,98040
335000.0,3,2.75,1990,19991,1.0,3,1340,650,98072
250000.0,3,2.0,1170,7258,1.0,3,1170,0,98001
278500.0,3,1.75,1390,8980,1.0,4,1390,0,98022
260000.0,4,1.5,1540,7300,2.0,3,1540,0,98001
350000.0,4,2.25,1770,7778,2.0,3,1770,0,98031
545500.0,3,2.5,1560,9361,1.5,4,1360,200,98108
675000.0,3,1.75,1660,9549,1.0,3,1660,0,98033
375000.0,3,1.5,1630,16170,1.0,3,1630,0,98034
600000.0,4,2.25,2260,43847,2.0,3,2260,0,98072
292600.0,3,1.5,1520,7123,1.0,4,1520,0,98056
382000.0,3,2.25,1750,15528,1.0,3,1270,480,98155
370000.0,3,2.25,1770,7667,1.0,3,1270,500,98177
520000.0,3,2.25,1770,7667,1.0,3,1270,500,98177
424240.0,3,2.0,2080,12094,2.0,4,2080,0,98052
589950.0,3,2.0,2080,12094,2.0,4,2080,0,98052
349000.0,3,2.5,2550,7709,2.0,3,2550,0,98023
220000.0,3,1.75,1650,8850,1.0,3,1650,0,98188
440000.0,4,2.25,2080,15750,1.0,3,1460,620,98034
439990.0,4,2.5,1540,1994,2.0,3,1540,0,98029
535000.0,4,2.25,1860,3766,2.0,3,1860,0,98029
215000.0,3,1.75,1280,10016,1.0,4,1280,0,98003
349900.0,3,2.5,2200,7278,2.0,3,2200,0,98058
515100.0,3,2.5,2074,4900,2.0,3,2074,0,98034
620000.0,4,2.5,2450,55387,2.0,3,2450,0,98053
657500.0,4,2.25,2520,10370,2.0,3,2520,0,98074
307000.0,3,1.5,2320,7500,1.0,3,2320,0,98019
288000.0,3,2.5,1370,9253,1.0,3,1090,280,98042
226450.0,3,1.75,1730,7200,1.5,4,1730,0,98032
390000.0,3,2.5,1640,6991,1.0,3,1110,530,98125
368000.0,3,1.5,1560,7884,1.0,3,1060,500,98125
410000.0,3,1.75,1440,8560,1.0,4,1440,0,98034
241500.0,4,2.5,2500,9654,1.0,3,1830,670,98023
322200.0,4,2.25,2010,19000,2.0,4,2010,0,98042
335000.0,3,1.75,1270,4800,1.0,3,1270,0,98117
560000.0,4,1.75,1740,8800,1.0,4,1740,0,98007
243400.0,4,1.5,1730,7464,2.0,4,1730,0,98032
405000.0,3,2.0,1240,14404,1.0,3,1240,0,98053
350000.0,4,2.5,2140,7095,2.0,3,2140,0,98038
430000.0,4,1.75,1710,7724,1.0,3,1710,0,98155
412500.0,3,1.5,1490,8475,1.0,4,1490,0,98052
535000.0,3,2.5,2210,7620,2.0,3,2210,0,98052
390000.0,3,1.5,1650,8676,1.0,4,1130,520,98133
349000.0,4,2.5,1800,7620,2.0,3,1800,0,98055
635000.0,3,2.25,1940,7482,1.0,4,1240,700,98004
410000.0,3,1.75,1640,17583,1.0,3,1110,530,98034
449950.0,3,2.0,1560,4080,2.0,3,1560,0,98115
475000.0,4,1.75,1910,8775,1.0,3,1210,700,98028
319950.0,4,2.5,2038,7643,2.0,3,2038,0,98092
210000.0,3,2.25,1720,9435,1.0,4,1220,500,98023
485000.0,3,2.75,1670,3330,1.5,4,1670,0,98107
478000.0,4,2.0,1690,8208,1.0,4,1210,480,98008
385000.0,4,2.5,1620,5280,2.0,4,1620,0,98146
595000.0,4,2.5,2360,43017,2.0,3,2360,0,98077
285000.0,3,1.5,1480,7117,1.0,3,1170,310,98028
270000.0,3,1.75,1800,9314,2.0,3,1800,0,98011
474000.0,4,2.25,1960,14834,1.0,4,1330,630,98072
303500.0,4,2.5,1920,7345,2.0,3,1920,0,98038
350000.0,3,1.75,1470,8645,1.0,3,1470,0,98155
365500.0,4,2.5,2030,4499,2.0,3,2030,0,98058
335000.0,3,2.5,2260,8040,2.0,3,2260,0,98092
386591.0,3,2.5,1690,1613,2.0,3,1150,540,98029
399000.0,4,2.5,2870,9292,2.0,3,2540,330,98058
300000.0,3,2.5,1800,3253,2.0,3,1800,0,98108
263000.0,3,1.75,1580,9187,1.0,3,1180,400,98038
445000.0,3,2.5,1730,4408,2.0,3,1730,0,98029
554000.0,3,2.0,1910,9001,1.0,4,1910,0,98008
518000.0,4,2.5,2160,9750,2.0,3,2160,0,98028
572650.0,4,2.5,2250,11349,2.0,3,2250,0,98034
231000.0,3,2.5,1370,7247,2.0,3,1370,0,98032
244000.0,3,1.5,1360,9625,1.0,3,1360,0,98030
185850.0,3,1.5,1630,11662,1.0,3,1630,0,98188
319900.0,3,2.5,2040,7580,2.0,3,2040,0,98092
329000.0,3,2.75,1920,7700,1.0,4,1320,600,98023
475226.0,3,2.5,2120,4512,2.0,3,2120,0,98011
638000.0,3,2.5,2170,5000,2.0,3,2170,0,98029
630000.0,4,1.75,1930,10210,1.5,3,1670,260,98125
575000.0,3,2.5,2120,4780,2.0,3,2120,0,98053
345000.0,3,2.5,1990,20466,1.5,4,1410,580,98010
323000.0,4,1.75,1310,9690,1.0,4,1310,0,98011
299800.0,4,1.5,1530,9000,1.0,4,1530,0,98014
359950.0,4,2.5,1820,3899,2.0,3,1820,0,98019
375000.0,4,2.5,2090,8325,1.0,4,1470,620,98056
520000.0,4,2.5,2280,8798,2.0,4,2280,0,98028
294700.0,3,2.0,1970,9600,1.0,4,1300,670,98003
215000.0,4,2.0,1470,7000,1.0,4,1470,0,98032
433000.0,3,1.75,2160,8565,1.0,3,1730,430,98028
654000.0,4,2.5,2240,7540,1.0,3,1540,700,98115
215000.0,3,1.5,1280,5065,2.0,4,1280,0,98002
675000.0,3,1.75,1680,10500,1.0,4,1680,0,98005
290000.0,3,1.5,1310,8100,1.0,3,1310,0,98034
375000.0,3,2.5,1930,6180,1.0,3,1330,600,98155
638500.0,4,1.75,1770,12462,1.0,4,1770,0,98166
325000.0,3,2.5,1580,4698,2.0,3,1580,0,98038
270000.0,4,1.75,1560,4290,2.0,3,1560,0,98108
890000.0,3,2.25,2060,8640,1.0,4,2060,0,98033
719000.0,3,2.5,1690,4500,1.5,4,1690,0,98116
660000.0,3,2.5,2330,3995,2.0,3,2330,0,98029
575000.0,3,1.75,1890,11141,1.0,4,1890,0,98006
352500.0,3,1.75,1170,8182,1.0,3,1170,0,98155
560000.0,4,2.75,1950,6192,2.0,3,1950,0,98029
595000.0,3,1.75,2220,22081,1.5,4,2220,0,98166
810000.0,3,1.75,1980,13503,1.0,4,1320,660,98008
836000.0,4,2.5,2450,12987,1.0,4,2030,420,98007
255000.0,3,1.5,1420,7480,1.0,4,1420,0,98058
439500.0,3,2.5,2050,40003,1.0,4,1570,480,98027
268000.0,3,1.75,1250,5546,1.0,4,1250,0,98055
200000.0,4,2.75,2210,13235,2.0,3,1730,480,98003
325000.0,3,1.5,2120,41325,1.0,4,1420,700,98092
482000.0,4,2.25,2240,8322,2.0,3,2240,0,98034
532500.0,4,2.5,2490,8750,2.0,3,2040,450,98008
540000.0,4,2.5,2329,9436,2.0,3,2329,0,98011
578000.0,3,2.25,1790,9580,2.0,3,1790,0,98006
485000.0,3,2.5,2540,51836,1.0,4,1820,720,98042
355000.0,4,2.0,1870,3497,1.0,3,1200,670,98106
515000.0,4,2.25,2200,6967,2.0,3,2200,0,98011
700000.0,3,1.75,2100,5000,1.5,3,2100,0,98117
289000.0,3,2.5,1490,8628,2.0,3,1490,0,98038
230000.0,3,1.75,1450,8378,1.0,4,1450,0,98023
432500.0,3,2.5,1930,7120,1.0,4,1420,510,98133
288000.0,3,1.75,1660,10440,1.0,3,1040,620,98045
354000.0,3,1.75,1260,12330,1.0,3,1260,0,98072
260000.0,3,1.75,2170,10018,1.0,4,1630,540,98001
602000.0,4,2.5,2000,7376,2.0,3,2000,0,98029
625000.0,3,1.75,1580,20588,1.0,3,1580,0,98125
448500.0,3,2.5,2080,3920,2.0,3,2080,0,98118
385500.0,3,2.0,1540,7947,1.0,3,1120,420,98011
587000.0,4,2.75,2210,8430,2.0,3,2210,0,98075
355000.0,4,2.5,2390,6775,2.0,3,2390,0,98056
340000.0,4,2.5,2160,5455,2.0,3,2160,0,98056
540400.0,4,1.75,1680,6758,1.0,3,1680,0,98008
569000.0,3,2.5,2150,8060,2.0,3,2150,0,98033
434000.0,3,2.25,1750,9353,1.0,3,1210,540,98034
465425.0,4,2.75,2430,20720,1.0,3,2430,0,98072
406430.0,3,2.0,1380,15426,1.0,4,1380,0,98075
250000.0,3,2.5,1790,6191,2.0,3,1790,0,98031
266000.0,3,2.5,1940,8547,1.0,3,1460,480,98030
258000.0,3,2.0,1390,7200,1.0,3,1390,0,98058
530000.0,3,2.25,1264,1536,2.0,3,1264,0,98105
625000.0,4,2.0,1760,5307,1.5,4,1170,590,98105
334000.0,3,1.75,1400,7405,1.0,3,1400,0,98133
485000.0,3,1.75,1950,10080,1.0,4,1950,0,98034
353000.0,4,1.75,1780,9794,1.0,3,1780,0,98077
357500.0,3,1.5,1540,11858,1.0,4,1540,0,98059
272000.0,3,2.5,1650,13816,2.0,3,1650,0,98014
450000.0,3,1.75,2150,13789,1.0,4,1610,540,98155
235000.0,3,1.75,1840,9697,1.0,4,1500,340,98030
463000.0,3,2.5,2010,4195,2.0,3,2010,0,98034
536000.0,4,2.25,1990,5948,2.0,3,1990,0,98029
630000.0,4,2.5,2540,4727,2.0,3,2540,0,98034
362000.0,3,2.25,1640,14374,1.0,4,1140,500,98148
255000.0,3,2.0,1500,8775,1.0,3,1390,110,98166
265000.0,3,2.0,1690,9516,1.0,3,1690,0,98022
510000.0,3,2.0,1420,11325,1.0,3,1420,0,98027
242500.0,3,1.5,1200,9720,1.0,4,1200,0,98042
435000.0,3,1.75,2030,13700,1.0,3,1630,400,98011
477000.0,3,1.75,1780,8085,1.0,3,1210,570,98011
406000.0,3,1.75,1390,7904,1.0,3,1390,0,98056
350000.0,3,1.75,1900,10225,1.0,4,1220,680,98166
489000.0,3,2.5,2260,19821,2.0,3,2260,0,98058
419000.0,3,1.5,1570,6700,1.0,4,1570,0,98007
668500.0,4,2.25,2290,9546,1.0,4,1780,510,98006
315000.0,4,2.0,2020,7767,1.0,3,2020,0,98003
800000.0,3,2.5,2100,4440,2.0,3,2100,0,98116
516130.0,3,1.75,1510,8250,1.0,4,1510,0,98008
689000.0,4,2.5,2020,9600,2.0,4,2020,0,98136
299500.0,4,2.25,1600,15312,1.0,4,1080,520,98045
349950.0,4,2.5,2090,5289,2.0,3,2090,0,98058
575000.0,3,1.75,1720,5956,2.0,3,1720,0,98033
286000.0,3,2.5,1680,5000,2.0,3,1680,0,98023
335000.0,3,2.0,1210,9926,1.0,4,1210,0,98006
265000.0,3,2.25,2540,7216,2.0,3,2540,0,98023
241400.0,3,2.0,1420,9828,1.0,4,1420,0,98010
309950.0,4,1.75,1450,10074,1.0,4,1450,0,98058
345000.0,3,2.25,1920,9672,2.0,4,1920,0,98074
625000.0,3,2.25,1920,9672,2.0,4,1920,0,98074
660000.0,4,2.5,2510,4543,2.0,3,2510,0,98075
770000.0,3,2.0,2350,5700,1.5,4,1810,540,98112
259950.0,3,1.5,1350,7827,1.0,4,1350,0,98030
395000.0,3,2.0,1590,10229,1.0,3,1590,0,98034
276500.0,4,1.75,1400,6650,1.5,4,1400,0,98168
325000.0,3,2.5,2220,6049,2.0,4,2220,0,98031
336000.0,3,2.5,2110,4549,2.0,4,2110,0,98042
286900.0,3,2.25,1720,17235,1.0,4,1440,280,98042
263000.0,3,1.75,1410,8100,2.0,3,1410,0,98038
305000.0,3,2.5,1610,3516,2.0,3,1610,0,98055
289950.0,3,2.25,1740,9370,1.0,3,1390,350,98198
339000.0,4,2.0,2470,5080,1.5,3,1970,500,98106
583000.0,3,2.5,1790,8144,2.0,3,1790,0,98074
550000.0,3,2.5,2290,6328,2.0,3,2290,0,98146
600000.0,3,2.5,2320,52272,1.5,3,2320,0,98075
265000.0,3,2.5,1530,6000,2.0,4,1530,0,98038
347500.0,3,1.5,1180,8353,1.0,3,1180,0,98155
397500.0,4,2.5,2570,7859,2.0,3,2570,0,98038
225000.0,3,1.5,1250,7500,1.0,3,1250,0,98030
720000.0,4,2.5,2440,34290,2.0,3,2440,0,98053
368250.0,3,2.5,2150,7484,2.0,3,2150,0,98074
580000.0,3,2.5,2150,7484,2.0,3,2150,0,98074
215000.0,4,2.5,2130,4496,2.0,3,2130,0,98001
465000.0,3,2.25,1450,1540,2.0,3,1180,270,98107
640000.0,4,2.0,2310,31850,1.5,4,2310,0,98072
638250.0,4,2.5,2460,8029,2.0,3,2460,0,98074
375000.0,4,2.0,1620,4600,2.0,3,1620,0,98108
842000.0,4,1.75,2170,9525,1.0,3,2170,0,98040
730000.0,3,2.5,2160,8809,1.0,3,1540,620,98103
265000.0,4,2.0,1600,10160,1.0,4,1600,0,98022
550000.0,4,2.5,2050,8683,2.0,3,2050,0,98074
270000.0,3,1.5,1540,13475,1.0,4,1540,0,98059
810000.0,3,2.0,1760,16928,1.0,3,1760,0,98004
665000.0,3,2.5,1730,3000,2.0,3,1730,0,98103
327500.0,4,1.75,1650,7800,1.0,3,1650,0,98058
424000.0,3,2.5,2200,34680,2.0,3,2200,0,98092
445000.0,3,1.75,1490,10844,1.0,3,1210,280,98008
450000.0,3,2.5,1530,762,2.0,3,1050,480,98119
460000.0,4,2.5,2080,17532,2.0,3,2080,0,98059
272000.0,4,2.25,1880,6160,2.0,3,1880,0,98023
535000.0,3,2.5,2510,5544,2.0,3,2510,0,98053
325000.0,3,2.5,2130,12245,2.0,3,2130,0,98042
420200.0,3,1.75,1320,7280,1.0,3,1320,0,98034
720168.0,4,2.25,2120,3794,2.0,4,1420,700,98117
569500.0,4,2.5,2340,8248,2.0,3,2340,0,98074
524950.0,3,1.75,1890,3825,1.0,3,1290,600,98117
338500.0,4,2.5,2390,6111,2.0,3,2390,0,98030
386000.0,4,2.25,2050,9583,2.0,3,1770,280,98198
278000.0,3,2.0,1230,7789,1.0,3,1230,0,98042
585000.0,3,2.5,2050,11690,2.0,4,2050,0,98059
616000.0,4,1.75,1700,5846,1.0,3,1700,0,98199
203000.0,3,1.75,1610,9000,1.0,4,1100,510,98092
572500.0,3,2.5,2490,7589,2.0,3,2490,0,98056
254000.0,4,2.0,1510,4235,1.0,3,1510,0,98108
899000.0,3,2.5,1950,3730,2.0,3,1950,0,98033
512500.0,3,1.75,1610,7200,1.0,3,1180,430,98007
540000.0,3,1.75,2050,9580,1.0,3,1400,650,98074
275000.0,3,1.5,1390,48257,1.0,3,1390,0,98024
342400.0,3,2.25,1180,9630,2.0,3,1180,0,98028
449950.0,3,2.0,1880,3048,2.0,4,1880,0,98122
651100.0,4,2.5,2310,5526,2.0,3,2310,0,98074
345950.0,3,2.5,2110,4118,2.0,3,2110,0,98042
295000.0,4,2.5,2350,8906,2.0,3,2350,0,98031
434975.0,3,2.25,1590,9960,1.0,3,1060,530,98155
513000.0,3,2.5,1810,4592,2.0,3,1810,0,98029
360000.0,3,1.75,1900,11407,1.0,3,1900,0,98155
416500.0,4,2.0,2280,39848,2.0,4,2280,0,98070
230000.0,4,1.5,1520,8800,1.0,4,1520,0,98002
497000.0,3,1.5,2240,28750,1.0,3,1620,620,98034
250000.0,3,2.25,1920,7738,1.0,3,1520,400,98148
390000.0,4,2.5,1840,15496,2.0,3,1840,0,98059
415000.0,3,2.75,2080,9600,1.0,3,2080,0,98028
575000.0,3,2.0,2168,4000,1.5,3,2168,0,98105
677000.0,4,2.0,2180,6000,1.5,3,2060,120,98144
325000.0,4,2.5,2200,7719,2.0,3,2200,0,98030
212500.0,3,1.5,1270,7128,1.0,4,1270,0,98198
663000.0,3,2.5,2480,37843,1.5,4,2480,0,98070
515000.0,4,2.5,1850,9248,2.0,3,1850,0,98028
410000.0,3,2.25,2200,16921,2.0,3,2200,0,98038
387000.0,3,2.25,1445,1606,2.0,3,1300,145,98027
268643.0,4,2.25,1810,9240,2.0,3,1810,0,98055
320000.0,4,2.5,2050,8424,2.0,4,2050,0,98022
376000.0,3,2.0,1540,1827,2.0,3,1540,0,98029
285000.0,4,2.5,2200,9397,2.0,3,2200,0,98001
510000.0,4,2.5,2440,10423,1.0,3,2440,0,98034
807000.0,3,2.5,1940,4000,2.0,4,1940,0,98199
315000.0,4,2.5,1780,6000,2.0,3,1780,0,98038
637000.0,3,2.25,2200,7355,2.0,4,2200,0,98052
325900.0,4,2.5,2320,6270,2.0,3,2320,0,98042
215000.0,4,2.5,1700,6675,2.0,3,1700,0,98038
315000.0,4,2.5,1700,6675,2.0,3,1700,0,98038
509007.0,3,1.75,1800,7620,1.0,3,1350,450,98177
205000.0,3,1.75,1290,7210,1.0,3,1290,0,98023
275000.0,3,1.5,1900,9737,1.0,4,1200,700,98031
